479,311,216,230,1022,322,282,440,479,310,216,230,1022,321,282,441,480,310,216,230,1022,321,282,440,479,310,216,230,1023,321,282,440,479,310,216,230,1022,321,282,440,477,310,216,230,1022,321,282,440,479,310,216,230,1023,321,282,440,479,310,216,230,1022,321,282,439,1018,998,761,761,19,27,25,16,1017,995,760,761,9,8,3,15,1014,992,759,762,1,9,8,8,1016,993,759,761,33,9,6,20,1016,996,759,758,9,1,10,8,1014,991,757,760,10,1,4,15,1009,988,760,760,9,9,15,13,1016,996,760,761,4,23,0,0,402,245,164,157,152,150,200,329,400,244,164,157,152,150,200,328,402,244,165,157,152,151,200,329,402,245,164,157,152,151,200,330,402,245,165,157,152,150,200,329,402,245,164,157,152,150,200,329,398,245,164,157,152,150,200,328,398,245,164,157,152,150,200,328,438,269,186,175,163,162,215,347,438,269,185,175,163,162,215,346,437,269,185,175,163,162,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,348,438,269,186,175,163,163,215,346,438,269,186,175,163,162,215,347,437,269,186,175,163,163,214,346,0
479,310,216,230,1023,322,282,440,479,310,216,230,1022,321,282,440,478,310,216,230,1022,320,282,441,479,310,216,230,1023,321,282,440,479,310,216,230,1023,321,282,441,478,310,216,230,1022,322,282,441,479,310,216,230,1022,321,282,440,479,310,216,230,1023,321,282,439,1017,999,761,761,19,26,13,13,1017,995,760,761,9,7,1,17,1014,993,759,762,6,9,9,12,1015,993,759,761,31,9,5,24,1017,996,759,758,9,2,11,10,1014,991,757,760,10,1,4,18,1010,988,759,760,9,9,15,11,1015,995,760,761,2,21,0,0,402,245,165,157,152,150,201,329,401,245,164,157,152,150,200,328,402,244,164,157,152,151,200,329,402,245,164,157,152,150,199,328,401,245,164,157,152,150,200,329,402,245,164,157,152,150,200,329,398,245,164,157,152,151,200,329,399,245,165,157,152,150,200,329,437,269,186,175,163,162,215,347,438,269,186,175,163,162,215,348,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,437,269,185,175,163,162,215,347,438,269,186,175,163,162,215,347,437,269,186,175,163,163,215,348,0
478,310,216,230,1022,322,282,440,479,310,216,230,1023,321,282,441,479,311,216,230,1022,321,282,440,479,310,216,230,1022,322,282,440,479,310,216,230,1022,321,282,440,478,310,216,230,1022,322,282,439,479,310,216,230,1022,321,282,440,479,310,216,230,1023,321,282,439,1018,998,761,761,11,15,6,2,1017,995,760,761,9,5,3,16,1014,993,759,762,0,9,8,9,1016,994,759,761,33,10,4,23,1016,996,759,757,9,1,2,15,1014,991,757,760,10,4,2,18,1009,988,760,760,9,9,15,11,1015,995,760,761,15,0,19,6,402,245,164,157,152,150,200,328,400,245,165,157,152,150,200,328,402,244,164,157,153,151,200,329,402,245,164,157,152,150,200,330,402,245,164,157,152,150,200,329,402,245,164,157,152,150,200,329,398,245,164,157,152,150,200,328,398,245,164,157,152,150,200,328,437,269,186,175,163,162,215,347,438,268,186,175,163,162,215,346,437,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,349,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,346,0
479,310,216,230,1022,322,282,440,479,310,216,230,1023,321,282,439,478,310,216,230,1022,320,282,440,479,310,216,230,1023,322,282,440,479,310,216,230,1023,321,282,441,479,310,216,230,1023,322,282,441,479,310,216,230,1022,321,282,440,479,310,216,230,1022,321,282,439,1018,998,761,761,9,21,23,1,1017,995,760,761,10,8,2,17,1014,993,759,762,3,9,8,12,1015,994,759,761,32,9,6,23,1016,996,759,757,9,1,3,18,1014,991,757,761,9,1,2,18,1010,988,760,760,9,9,16,15,1016,995,760,761,16,1,23,1,402,245,165,157,152,151,201,329,401,245,164,157,152,151,200,328,402,244,165,157,152,150,200,329,402,245,164,157,152,150,200,328,401,245,164,157,152,150,200,329,402,245,165,157,152,150,200,329,398,245,164,157,152,150,200,329,399,245,165,157,152,151,201,329,438,269,186,175,163,162,215,347,438,269,186,176,163,162,215,348,438,269,186,176,163,162,215,347,438,269,186,175,163,162,215,347,438,269,185,175,162,162,215,346,437,269,186,175,163,162,215,348,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,348,0
479,310,216,230,1023,322,282,440,479,310,216,230,1023,321,282,441,480,310,216,230,1023,320,282,440,479,310,216,230,1023,322,282,440,479,310,216,30,1023,321,282,439,477,310,216,230,1022,321,282,440,479,310,216,230,1022,321,282,440,479,310,216,230,1022,322,282,439,1018,998,761,761,11,26,24,24,1017,995,759,761,9,6,3,14,1014,993,759,762,0,10,8,10,1016,994,759,761,30,10,5,23,1016,996,759,757,9,1,2,17,1014,991,757,760,9,1,1,19,1010,988,760,760,9,9,15,11,1016,995,760,761,14,2,24,0,402,245,164,157,152,150,200,328,400,245,164,157,152,150,200,328,402,244,164,157,153,151,200,329,402,245,164,157,152,151,200,330,402,245,165,157,152,150,200,329,402,245,164,157,152,150,200,329,398,245,164,157,152,150,200,328,398,245,164,157,152,150,200,328,437,269,186,175,163,162,215,347,437,269,185,175,163,162,215,347,437,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,348,438,269,186,175,163,163,215,347,438,269,186,175,163,162,215,347,437,269,186,175,163,162,215,346,0
479,310,216,230,1022,322,282,440,479,310,216,230,1023,321,282,439,479,310,216,230,1022,320,282,440,479,310,216,230,1023,322,282,440,479,310,216,230,1023,321,282,440,478,310,216,230,1023,321,282,440,479,310,216,230,1022,321,282,440,479,310,216,230,1022,322,282,439,1019,998,761,762,8,24,3,0,1017,995,759,761,8,13,5,18,1014,993,759,762,0,9,9,14,1015,993,759,761,30,9,6,2,1016,996,760,757,9,15,6,17,1014,989,757,761,9,0,4,20,1010,988,759,760,9,9,15,15,1016,996,760,761,16,2,0,3,402,245,164,157,152,151,201,329,401,245,165,157,152,150,200,328,402,244,164,157,152,150,200,329,402,245,164,157,152,150,200,328,401,245,164,157,152,150,200,329,402,245,164,157,152,150,200,329,398,245,164,157,152,150,200,329,399,245,165,157,152,150,200,329,437,269,186,175,163,162,215,347,438,269,186,175,163,163,215,348,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,346,437,269,185,175,163,162,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,348,0
479,310,216,230,1023,322,282,440,479,310,216,230,1023,321,282,441,479,310,216,230,1023,320,282,440,479,310,216,230,1023,321,282,440,479,310,216,230,1023,321,282,440,478,310,216,230,1022,321,282,440,479,310,216,230,1022,321,282,440,479,310,216,230,1022,321,282,439,1017,998,761,762,8,26,31,12,1017,995,759,761,9,15,4,16,1014,993,759,762,0,9,8,16,1016,994,759,761,33,10,4,17,1016,996,759,757,9,2,3,18,1014,989,757,760,10,0,4,18,1010,988,760,760,9,9,12,3,1016,995,760,761,14,1,0,20,402,245,164,157,152,151,200,329,400,245,164,157,152,150,200,328,402,244,164,157,152,151,200,329,402,245,164,157,152,150,200,330,402,245,165,157,152,150,200,329,402,245,164,157,152,150,200,329,398,245,164,157,152,150,200,328,398,245,164,157,152,150,200,328,437,269,186,175,163,162,215,347,437,269,185,175,163,162,214,346,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,163,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,437,269,186,175,163,162,214,346,0
479,310,216,230,1023,322,282,440,479,310,216,230,1022,321,282,440,478,310,216,230,1023,320,282,440,479,310,216,230,1023,321,282,440,479,310,216,230,1023,322,282,441,478,310,216,230,1022,321,282,441,479,310,216,230,1022,321,282,440,479,310,216,230,1023,322,282,439,1018,998,761,762,7,24,2,0,1017,996,759,761,9,14,6,13,1014,993,759,762,0,9,8,10,1015,993,759,761,23,10,4,8,1016,996,760,757,9,14,9,10,1014,989,757,761,9,0,10,19,1011,988,759,760,9,9,14,6,1016,995,760,761,14,1,0,0,402,245,164,157,152,151,200,330,401,245,164,157,152,151,200,328,402,244,164,157,153,151,200,329,402,245,164,157,152,150,200,328,401,245,164,157,152,150,200,329,402,245,164,157,152,150,200,329,398,245,164,157,152,150,201,329,399,245,165,157,152,151,200,329,437,269,186,175,163,162,215,347,438,269,186,175,163,163,215,348,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,437,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,163,215,348,0
479,310,216,230,1023,322,282,440,479,310,216,230,1023,322,282,441,479,310,216,230,1023,320,282,440,479,310,216,230,1023,322,282,440,479,310,216,230,1023,321,282,440,478,310,216,230,1022,321,282,440,479,310,216,230,1022,321,282,440,479,310,216,230,1022,322,282,439,1017,998,761,762,7,26,6,1,1017,996,760,761,9,12,8,16,1014,993,759,762,5,9,8,10,1016,995,759,761,32,9,3,4,1016,996,760,757,9,12,6,13,1014,989,757,760,9,0,11,18,1010,988,759,760,9,9,16,12,1016,995,760,761,15,2,0,9,402,245,164,157,152,150,200,328,400,245,164,157,152,151,200,328,402,244,165,157,152,150,200,329,402,245,164,157,152,150,200,330,402,245,165,157,152,150,200,329,402,245,164,157,152,150,200,329,398,245,164,157,152,150,200,328,399,245,164,157,152,150,200,328,437,269,186,175,163,162,215,347,438,269,185,175,163,162,215,347,437,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,163,215,348,438,270,186,175,163,162,215,347,438,269,186,175,163,162,215,347,437,269,186,175,163,162,215,346,0
479,310,216,230,1023,322,282,440,479,310,216,230,1023,321,282,439,479,310,216,230,1023,320,282,440,479,310,216,230,1023,322,282,440,479,310,216,230,1023,321,282,440,479,310,216,230,1023,321,282,440,479,310,216,230,1022,321,282,440,479,310,216,230,1022,321,282,439,1018,998,761,762,8,24,16,3,1017,995,759,761,9,15,6,16,1014,993,759,762,0,9,8,17,1015,994,759,761,32,9,8,7,1016,996,760,757,9,1,4,8,1014,989,757,761,9,3,3,17,1010,988,760,760,9,9,15,13,1015,995,760,761,15,1,0,0,402,245,164,157,152,151,200,330,401,245,164,157,152,151,200,328,402,244,164,157,152,151,200,329,402,245,164,157,152,150,200,328,401,245,164,157,152,150,200,328,402,245,164,157,152,150,200,329,398,245,164,157,152,150,200,329,399,245,165,157,152,151,200,329,437,269,186,175,163,162,215,347,438,269,186,175,163,163,215,349,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,347,438,269,186,175,163,162,215,346,437,269,186,175,163,162,215,347,437,269,186,175,163,162,215,347,437,269,186,175,163,162,215,348,0
