563,385,284,272,264,267,345,512,561,385,284,272,265,269,345,514,563,385,284,272,265,268,345,514,563,385,284,272,265,269,345,516,568,386,285,272,266,268,344,515,563,385,284,272,265,268,345,514,563,385,284,272,265,268,345,513,561,384,284,271,264,267,345,514,0
562,385,284,272,265,268,345,514,563,385,284,271,265,268,345,512,560,384,284,271,265,268,345,513,563,385,284,272,265,268,345,514,564,385,285,272,265,268,346,515,566,386,285,272,265,268,345,515,564,385,284,272,265,268,345,514,564,385,284,272,265,268,345,511,0
565,386,285,272,265,268,345,514,563,385,284,272,265,268,345,514,563,385,284,272,265,267,345,512,561,384,283,272,265,268,345,516,564,385,284,272,265,268,345,514,564,385,284,272,265,268,346,516,568,387,285,272,266,268,345,515,564,385,284,272,265,268,345,514,0
564,385,285,272,266,269,346,516,566,386,285,272,265,268,347,514,564,385,284,277,265,268,345,514,563,385,284,272,265,268,344,513,557,385,284,272,265,268,344,513,564,386,284,272,265,268,345,514,564,385,284,272,265,268,345,516,566,386,285,272,265,268,346,515,0
564,385,285,272,265,268,345,514,564,385,285,272,265,268,346,516,567,386,285,272,265,268,346,515,563,385,284,271,265,268,345,514,563,385,284,272,265,268,345,512,561,384,284,272,265,268,345,512,562,385,284,272,265,268,345,514,563,385,285,272,265,268,345,516,0
560,384,284,271,265,269,345,514,564,385,284,272,265,268,345,514,564,386,284,272,265,269,346,515,567,385,286,273,265,268,346,514,564,385,284,272,265,268,345,514,563,385,284,272,265,268,345,512,561,384,284,271,265,267,345,513,562,385,284,272,265,268,345,514,0
563,385,284,272,265,267,344,512,560,384,284,272,264,268,345,513,564,385,284,272,265,268,345,514,563,385,285,272,265,268,347,516,567,387,285,272,265,268,345,515,564,385,284,272,265,268,345,514,563,385,284,272,265,268,345,512,559,384,284,271,265,268,345,513,0
564,385,284,272,265,268,346,513,563,385,284,272,265,268,344,511,562,385,284,271,265,268,345,514,563,385,284,272,265,268,345,514,565,385,284,272,265,268,346,516,567,386,285,272,265,268,346,514,565,385,284,272,265,268,345,514,563,385,284,272,265,268,345,513,0
566,386,284,272,265,269,345,514,563,385,284,272,265,268,345,514,563,385,284,272,265,268,345,512,560,384,284,271,265,268,345,513,564,385,285,272,265,268,345,514,564,385,285,272,265,268,345,516,566,386,285,272,265,268,346,515,567,385,284,272,265,268,345,514,0
564,386,285,272,266,268,346,516,566,386,285,272,265,268,345,515,564,385,284,272,265,268,345,514,563,385,284,272,265,268,345,512,560,384,284,271,265,268,346,516,561,385,285,272,265,268,345,514,564,385,285,272,265,268,345,515,568,386,285,272,265,268,345,515,0
564,385,284,272,265,268,345,515,564,385,285,272,265,269,346,516,566,386,285,271,265,269,345,514,563,385,284,272,265,268,345,514,563,385,284,272,265,268,345,512,562,384,284,272,265,268,345,513,561,385,284,272,265,268,345,514,564,385,285,272,265,268,345,514,0
561,384,283,271,265,267,345,514,564,385,284,272,265,268,345,514,564,385,284,272,265,269,346,516,565,386,285,272,265,268,346,514,563,385,284,272,265,268,345,514,563,385,284,272,265,268,345,512,560,384,283,272,265,268,345,515,562,384,284,272,265,268,345,514,0
563,385,284,272,265,266,345,512,560,384,284,271,265,266,344,513,563,385,284,272,265,268,345,514,563,385,284,272,265,268,346,516,567,386,286,272,265,268,346,514,564,385,284,272,265,268,345,514,563,385,284,272,265,268,345,513,561,384,284,272,265,268,344,514,0
563,385,284,272,265,268,345,514,563,385,284,272,265,267,345,513,560,385,284,271,265,268,344,515,563,385,284,272,265,268,345,514,564,385,285,272,265,268,346,516,567,386,285,272,266,268,346,514,565,384,284,272,265,268,345,514,563,385,284,272,265,268,345,513,0
566,386,285,272,265,268,345,514,563,385,284,271,265,268,345,514,563,385,284,271,265,268,345,512,560,383,284,272,264,268,345,513,562,385,284,272,265,268,345,514,564,385,284,272,265,268,345,516,567,386,285,272,266,268,345,515,565,386,285,272,265,268,345,514,0
564,385,285,272,265,269,346,515,567,386,285,272,265,268,345,514,564,385,284,272,265,268,345,514,563,385,284,272,265,268,345,512,561,384,284,272,265,268,345,513,562,385,285,272,265,268,345,514,564,385,285,272,265,268,345,516,565,385,285,272,265,268,346,514,0
563,385,284,272,265,268,345,514,564,385,285,272,265,269,346,516,567,386,284,272,266,268,346,514,563,385,284,272,265,268,345,514,563,385,284,272,265,268,345,511,559,384,284,271,265,267,345,512,562,385,284,272,265,268,345,514,564,385,284,272,265,268,345,514,0
560,385,283,272,265,268,345,513,563,385,284,272,265,268,345,514,564,385,284,272,265,268,345,517,567,386,285,272,265,269,346,514,564,385,284,272,265,268,345,514,563,385,284,272,265,268,345,514,560,383,284,271,265,268,344,513,562,386,285,271,264,269,345,514,0
563,385,284,272,265,267,345,513,561,384,284,272,265,267,345,512,563,385,285,272,265,268,345,514,564,385,285,272,265,268,345,516,567,386,285,272,266,268,345,514,565,384,285,272,265,268,345,513,563,385,284,272,265,268,345,514,560,384,284,271,264,268,345,513,0
564,385,288,272,265,268,345,514,562,385,284,272,265,268,344,511,561,384,283,271,265,268,345,514,562,386,285,272,265,268,345,514,564,385,284,272,265,268,345,514,566,386,285,272,265,268,346,515,565,386,284,272,265,268,345,514,563,385,285,272,265,268,345,513,0
567,386,285,272,265,268,346,514,564,385,284,272,265,268,345,514,563,385,285,272,265,268,346,512,561,384,284,271,265,268,345,513,567,386,284,272,265,268,345,514,564,385,285,272,265,268,345,514,567,386,285,272,266,268,345,514,565,385,285,271,265,267,345,514,0
564,385,285,272,265,268,345,517,566,387,285,272,265,268,345,513,564,386,284,272,264,268,346,514,562,385,285,272,265,268,345,512,560,384,283,271,265,267,345,514,559,383,285,272,265,268,345,514,564,385,284,272,265,268,345,514,564,388,285,273,265,268,346,515,0
563,385,284,272,265,268,345,514,564,385,284,272,265,268,346,516,568,386,286,272,265,268,345,516,567,384,284,272,265,268,345,514,563,385,285,272,265,268,345,514,560,384,284,271,264,268,345,513,562,386,285,272,265,268,345,514,564,385,285,272,265,269,346,514,0
